learner_id,session_id,session_number,session_date,institution,country,institution_type,age,prior_experience,archetype,welding_process,welding_position,position_difficulty,session_duration_min,num_exercises,total_practice_minutes,days_since_enrollment,consecutive_practice_days,session_gap_days,score_work_angle,score_travel_angle,score_travel_speed,score_contact_tip_distance,score_arc_length,score_bead_quality,overall_score,improvement_rate
SKV-0540,SKV-0540-S018,18,2024-07-09,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,3G_Vertical,1.35,35,7,772,40,4,5,60.04,58.71,64.2,68.86,64.03,66.68,63.92,21.17
SKV-0540,SKV-0540-S019,19,2024-07-10,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,2G_Horizontal,1.15,17,5,789,41,5,1,66.43,76.71,69.86,70.08,77.03,71.79,71.87,7.95
SKV-0540,SKV-0540-S020,20,2024-07-11,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,4G_Overhead,1.55,51,7,840,42,6,1,59.66,57.53,52.92,57.0,54.82,53.92,55.72,-16.15
SKV-0540,SKV-0540-S021,21,2024-07-13,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,6G_Pipe45,1.9,68,7,908,44,7,2,42.1,50.07,50.66,55.77,53.2,47.05,49.71,-6.01
SKV-0540,SKV-0540-S022,22,2024-07-14,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,4G_Overhead,1.55,50,2,958,45,8,1,57.11,46.07,49.55,56.05,56.7,45.32,51.36,1.65
SKV-0540,SKV-0540-S023,23,2024-07-19,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,4G_Overhead,1.55,43,8,1001,50,7,5,78.07,79.93,67.94,82.53,75.73,71.73,75.37,24.01
SKV-0540,SKV-0540-S024,24,2024-07-26,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,3G_Vertical,1.35,61,4,1062,57,6,7,65.27,60.68,68.6,73.65,71.1,64.36,67.2,-8.17
SKV-0540,SKV-0540-S025,25,2024-07-28,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,4G_Overhead,1.55,27,5,1089,59,7,2,75.45,70.02,80.53,71.86,73.49,70.02,73.73,6.53
SKV-0540,SKV-0540-S026,26,2024-07-29,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,6G_Pipe45,1.9,38,6,1127,60,8,1,54.36,58.36,53.75,58.69,58.77,56.79,56.64,-17.09
SKV-0540,SKV-0540-S027,27,2024-07-31,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,5G_Pipe,1.7,32,6,1159,62,9,2,66.96,63.27,52.05,57.78,55.16,49.99,56.88,0.24
SKV-0540,SKV-0540-S028,28,2024-08-01,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,1G_Flat,1.0,45,2,1204,63,10,1,80.97,87.34,77.87,84.41,86.01,77.29,81.84,24.96
SKV-0540,SKV-0540-S029,29,2024-08-02,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,6G_Pipe45,1.9,17,7,1221,64,11,1,83.01,80.28,69.55,79.24,79.24,68.9,75.96,-5.88
SKV-0540,SKV-0540-S030,30,2024-08-03,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,4G_Overhead,1.55,34,4,1255,65,12,1,61.41,63.48,52.08,64.88,65.17,57.05,60.07,-15.89
SKV-0540,SKV-0540-S031,31,2024-08-10,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,6G_Pipe45,1.9,35,8,1290,72,11,7,53.13,55.04,53.35,59.84,52.58,53.24,54.4,-5.67
SKV-0540,SKV-0540-S032,32,2024-08-13,NSDC_Delhi,India,Government,18,none,plateau_learner,GMAW,3G_Vertical,1.35,33,7,1323,75,10,3,76.33,83.27,81.47,81.61,83.67,77.38,80.5,26.1
SKV-0541,SKV-0541-S001,1,2024-09-27,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,3G_Vertical,1.35,46,7,46,0,0,0,16.96,17.69,16.29,24.46,24.82,17.62,19.37,0.0
SKV-0541,SKV-0541-S002,2,2024-09-28,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,68,10,114,1,1,1,34.71,45.64,39.63,42.8,48.44,41.53,41.97,22.6
SKV-0541,SKV-0541-S003,3,2024-09-29,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,28,8,142,2,2,1,31.31,37.43,30.46,44.82,45.19,39.42,37.79,-4.18
SKV-0541,SKV-0541-S004,4,2024-09-30,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,2G_Horizontal,1.15,43,6,185,3,3,1,22.05,33.24,21.47,39.16,37.26,31.83,30.41,-7.38
SKV-0541,SKV-0541-S005,5,2024-10-05,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,2G_Horizontal,1.15,41,7,226,8,2,5,28.39,30.71,30.43,52.2,52.21,37.48,38.11,7.7
SKV-0541,SKV-0541-S006,6,2024-10-07,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,2G_Horizontal,1.15,31,12,257,10,3,2,34.06,44.17,32.13,55.98,55.9,47.66,44.48,6.37
SKV-0541,SKV-0541-S007,7,2024-10-14,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,4G_Overhead,1.55,58,2,315,17,2,7,27.03,28.9,21.44,36.75,36.01,34.34,30.46,-14.02
SKV-0541,SKV-0541-S008,8,2024-10-15,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,2G_Horizontal,1.15,53,3,368,18,3,1,47.98,37.55,36.4,43.99,49.34,49.29,43.97,13.51
SKV-0541,SKV-0541-S009,9,2024-10-22,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,4G_Overhead,1.55,56,6,424,25,2,7,32.0,38.88,31.21,40.43,47.76,37.69,37.64,-6.33
SKV-0541,SKV-0541-S010,10,2024-10-23,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,4G_Overhead,1.55,15,4,439,26,3,1,32.96,41.72,37.61,54.3,53.53,47.28,44.35,6.71
SKV-0541,SKV-0541-S011,11,2024-10-24,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,50,4,489,27,4,1,42.1,46.91,43.36,58.55,65.78,55.29,51.73,7.38
SKV-0541,SKV-0541-S012,12,2024-10-26,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,3G_Vertical,1.35,26,4,515,29,5,2,38.2,45.03,36.36,54.62,49.71,47.56,44.92,-6.81
SKV-0541,SKV-0541-S013,13,2024-10-27,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,41,8,556,30,6,1,68.92,72.07,58.94,70.3,61.66,64.65,65.66,20.74
SKV-0541,SKV-0541-S014,14,2024-10-30,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,43,6,599,33,5,3,57.09,56.11,37.84,63.89,58.16,48.87,52.63,-13.03
SKV-0541,SKV-0541-S015,15,2024-11-01,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,48,5,647,35,6,2,40.71,52.52,48.68,58.51,64.99,50.98,52.44,-0.19
SKV-0541,SKV-0541-S016,16,2024-11-06,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,4G_Overhead,1.55,51,5,698,40,5,5,38.65,42.55,38.72,56.92,60.29,51.02,47.71,-4.73
SKV-0541,SKV-0541-S017,17,2024-11-09,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,3G_Vertical,1.35,47,6,745,43,4,3,51.6,58.18,46.35,65.45,70.44,56.78,57.48,9.77
SKV-0541,SKV-0541-S018,18,2024-11-12,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,5G_Pipe,1.7,20,6,765,46,3,3,31.62,37.71,33.31,51.45,49.84,43.14,40.88,-16.6
SKV-0541,SKV-0541-S019,19,2024-11-14,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,2G_Horizontal,1.15,42,5,807,48,4,2,45.87,52.18,56.14,66.34,70.77,54.89,57.48,16.6
SKV-0541,SKV-0541-S020,20,2024-11-17,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,36,5,843,51,3,3,58.36,64.79,60.35,82.44,79.21,76.73,70.14,12.66
SKV-0541,SKV-0541-S021,21,2024-11-19,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,4G_Overhead,1.55,73,3,916,53,4,2,48.52,53.52,57.17,71.2,71.28,60.47,60.2,-9.94
SKV-0541,SKV-0541-S022,22,2024-11-20,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,5G_Pipe,1.7,45,9,961,54,5,1,44.13,50.79,47.46,54.1,55.3,54.53,51.05,-9.15
SKV-0541,SKV-0541-S023,23,2024-11-21,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,1G_Flat,1.0,54,7,1015,55,6,1,59.51,69.33,63.26,77.01,87.42,78.03,72.25,21.2
SKV-0541,SKV-0541-S024,24,2024-11-23,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,5G_Pipe,1.7,23,6,1038,57,7,2,45.49,44.81,48.94,63.41,66.71,52.45,53.34,-18.91
SKV-0541,SKV-0541-S025,25,2024-11-24,CTE_Texas,USA,CTE_School,19,none,steady_learner,SMAW,4G_Overhead,1.55,42,7,1080,58,8,1,50.69,54.61,48.8,67.05,69.54,61.13,58.27,4.93
SKV-0542,SKV-0542-S001,1,2024-05-11,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,3G_Vertical,1.35,43,5,43,0,0,0,45.42,47.39,51.29,38.98,40.11,40.79,44.2,0.0
SKV-0542,SKV-0542-S002,2,2024-05-16,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,29,7,72,5,0,5,66.09,46.21,59.18,39.62,52.37,48.71,52.22,8.02
SKV-0542,SKV-0542-S003,3,2024-05-19,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,53,8,125,8,0,3,64.68,41.51,67.65,47.9,58.7,57.99,57.05,4.83
SKV-0542,SKV-0542-S004,4,2024-05-23,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,2G_Horizontal,1.15,49,7,174,12,0,4,70.12,42.89,54.94,47.09,47.39,48.64,51.84,-5.21
SKV-0542,SKV-0542-S005,5,2024-05-28,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,54,6,228,17,0,5,59.39,54.66,60.96,45.25,57.61,51.55,55.04,3.2
SKV-0542,SKV-0542-S006,6,2024-06-02,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,4G_Overhead,1.55,35,9,263,22,0,5,61.47,44.29,47.88,49.89,39.68,48.6,48.6,-6.44
SKV-0542,SKV-0542-S007,7,2024-06-05,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,2G_Horizontal,1.15,27,7,290,25,0,3,61.28,55.79,62.08,52.89,50.69,56.08,56.73,8.13
SKV-0542,SKV-0542-S008,8,2024-06-06,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,2G_Horizontal,1.15,34,6,324,26,1,1,63.5,44.65,66.56,53.47,48.3,55.62,55.92,-0.81
SKV-0542,SKV-0542-S009,9,2024-06-07,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,2G_Horizontal,1.15,38,5,362,27,2,1,66.48,52.69,62.84,61.78,59.83,57.53,60.19,4.27
SKV-0542,SKV-0542-S010,10,2024-06-12,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,6G_Pipe45,1.9,53,5,415,32,1,5,55.89,39.75,37.32,34.41,32.5,34.79,38.8,-21.39
SKV-0542,SKV-0542-S011,11,2024-06-14,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,4G_Overhead,1.55,62,3,477,34,2,2,55.7,44.81,57.74,50.21,50.82,52.1,52.2,13.4
SKV-0542,SKV-0542-S012,12,2024-06-19,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,79,5,556,39,1,5,71.36,59.34,67.27,56.02,52.53,60.41,61.42,9.22
SKV-0542,SKV-0542-S013,13,2024-06-20,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,43,5,599,40,2,1,75.69,63.23,69.65,65.51,62.19,68.92,67.71,6.29
SKV-0542,SKV-0542-S014,14,2024-06-21,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,46,4,645,41,3,1,75.09,54.62,63.89,45.46,46.92,52.15,56.52,-11.19
SKV-0542,SKV-0542-S015,15,2024-06-28,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,6G_Pipe45,1.9,39,6,684,48,2,7,62.07,44.47,58.53,50.22,51.18,57.08,54.31,-2.21
SKV-0542,SKV-0542-S016,16,2024-06-29,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,5G_Pipe,1.7,30,6,714,49,3,1,72.08,57.63,66.94,51.31,52.89,53.27,59.13,4.82
SKV-0542,SKV-0542-S017,17,2024-07-06,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,16,6,730,56,2,7,77.02,56.47,67.85,54.82,61.34,56.76,62.37,3.24
SKV-0542,SKV-0542-S018,18,2024-07-07,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,6G_Pipe45,1.9,43,5,773,57,3,1,67.2,44.63,57.36,50.98,52.76,54.73,54.75,-7.62
SKV-0542,SKV-0542-S019,19,2024-07-09,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,6G_Pipe45,1.9,65,3,838,59,4,2,65.75,49.65,63.46,56.79,58.57,59.47,59.2,4.45
SKV-0542,SKV-0542-S020,20,2024-07-10,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,6G_Pipe45,1.9,48,3,886,60,5,1,77.82,58.9,67.63,51.46,60.76,64.24,63.72,4.52
SKV-0542,SKV-0542-S021,21,2024-07-13,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,4G_Overhead,1.55,37,7,923,63,4,3,79.08,61.48,73.49,53.99,62.84,65.82,66.47,2.75
SKV-0542,SKV-0542-S022,22,2024-07-14,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,5G_Pipe,1.7,46,6,969,64,5,1,80.31,60.83,71.97,64.16,66.24,68.99,68.92,2.45
SKV-0542,SKV-0542-S023,23,2024-07-17,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,44,7,1013,67,4,3,94.17,72.26,88.25,72.89,81.06,78.81,81.47,12.55
SKV-0542,SKV-0542-S024,24,2024-07-21,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,50,6,1063,71,3,4,89.85,57.55,79.05,66.18,71.1,67.18,71.95,-9.52
SKV-0542,SKV-0542-S025,25,2024-07-23,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,1G_Flat,1.0,62,4,1125,73,4,2,84.77,60.57,87.93,65.79,67.93,68.56,73.16,1.21
SKV-0542,SKV-0542-S026,26,2024-07-30,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,4G_Overhead,1.55,77,6,1202,80,3,7,83.71,56.75,73.98,60.8,61.9,62.34,66.74,-6.42
SKV-0542,SKV-0542-S027,27,2024-07-31,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,5G_Pipe,1.7,38,6,1240,81,4,1,82.56,59.71,78.09,59.21,64.1,60.03,67.46,0.72
SKV-0542,SKV-0542-S028,28,2024-08-07,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,3G_Vertical,1.35,66,5,1306,88,3,7,91.14,70.2,86.56,63.21,78.51,79.41,78.65,11.19
SKV-0542,SKV-0542-S029,29,2024-08-09,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,3G_Vertical,1.35,40,6,1346,90,4,2,75.64,58.32,79.83,68.1,75.34,70.03,71.58,-7.07
SKV-0542,SKV-0542-S030,30,2024-08-14,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,4G_Overhead,1.55,36,2,1382,95,3,5,89.31,67.66,80.84,67.65,73.95,72.75,75.5,3.92
SKV-0542,SKV-0542-S031,31,2024-08-15,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,3G_Vertical,1.35,55,3,1437,96,4,1,92.23,66.65,92.37,74.16,76.62,78.79,80.68,5.18
SKV-0542,SKV-0542-S032,32,2024-08-17,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,3G_Vertical,1.35,40,4,1477,98,5,2,88.73,70.89,86.62,67.01,79.42,80.6,79.35,-1.33
SKV-0542,SKV-0542-S033,33,2024-08-19,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,6G_Pipe45,1.9,67,5,1544,100,6,2,81.76,61.4,74.23,66.12,72.09,70.45,71.14,-8.21
SKV-0542,SKV-0542-S034,34,2024-09-02,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,4G_Overhead,1.55,52,7,1596,114,5,14,76.91,58.1,76.79,65.53,63.99,67.62,68.56,-2.58
SKV-0542,SKV-0542-S035,35,2024-09-09,Tata_Motors_TC,India,Corporate,27,basic_theory,slow_starter,SMAW,6G_Pipe45,1.9,29,7,1625,121,4,7,80.29,64.27,69.62,60.96,60.73,67.89,67.44,-1.12
SKV-0543,SKV-0543-S001,1,2024-11-20,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,52,7,52,0,0,0,51.45,58.63,44.32,44.63,56.98,51.72,50.96,0.0
SKV-0543,SKV-0543-S002,2,2024-11-21,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,48,6,100,1,1,1,42.34,49.45,33.99,39.01,40.74,36.12,39.75,-11.21
SKV-0543,SKV-0543-S003,3,2024-11-24,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,52,5,152,4,0,3,33.57,44.21,27.38,24.44,36.19,33.32,32.9,-6.85
SKV-0543,SKV-0543-S004,4,2024-12-01,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,35,5,187,11,0,7,37.8,38.78,33.38,32.89,52.13,39.84,38.89,5.99
SKV-0543,SKV-0543-S005,5,2024-12-02,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,33,4,220,12,1,1,43.75,57.31,36.02,39.29,38.11,36.45,41.26,2.37
SKV-0543,SKV-0543-S006,6,2024-12-16,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,44,6,264,26,0,14,25.52,41.29,24.71,26.95,33.56,31.39,30.32,-10.94
SKV-0543,SKV-0543-S007,7,2024-12-17,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,18,7,282,27,1,1,48.57,60.53,48.4,39.5,57.56,51.52,50.91,20.59
SKV-0543,SKV-0543-S008,8,2024-12-21,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,31,2,313,31,0,4,48.45,69.28,47.94,45.73,56.66,50.49,52.7,1.79
SKV-0543,SKV-0543-S009,9,2024-12-23,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,29,6,342,33,1,2,48.56,64.7,41.24,33.88,49.47,47.7,47.28,-5.42
SKV-0543,SKV-0543-S010,10,2024-12-24,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,5G_Pipe,1.7,42,7,384,34,2,1,36.02,50.86,31.64,36.07,40.05,38.9,38.56,-8.72
SKV-0543,SKV-0543-S011,11,2024-12-28,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,6G_Pipe45,1.9,26,6,410,38,1,4,24.95,36.27,25.28,25.76,32.4,27.59,28.48,-10.08
SKV-0543,SKV-0543-S012,12,2024-12-29,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,29,8,439,39,2,1,43.19,54.55,38.11,31.82,48.38,40.69,42.45,13.97
SKV-0543,SKV-0543-S013,13,2024-12-30,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,6G_Pipe45,1.9,26,7,465,40,3,1,42.97,52.35,46.17,47.88,55.88,46.57,48.41,5.96
SKV-0543,SKV-0543-S014,14,2024-12-31,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,46,6,511,41,4,1,58.73,77.82,55.75,46.45,63.92,65.32,61.25,12.84
SKV-0543,SKV-0543-S015,15,2025-01-03,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,1G_Flat,1.0,39,6,550,44,3,3,58.17,75.35,60.23,54.85,73.05,65.42,64.34,3.09
SKV-0543,SKV-0543-S016,16,2025-01-04,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,3G_Vertical,1.35,26,10,576,45,4,1,48.86,61.5,41.9,35.19,52.4,44.88,47.05,-17.29
SKV-0543,SKV-0543-S017,17,2025-01-06,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,17,7,593,47,5,2,69.45,86.12,60.63,64.73,80.47,67.99,70.84,23.79
SKV-0543,SKV-0543-S018,18,2025-01-07,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,5G_Pipe,1.7,45,2,638,48,6,1,54.72,67.46,52.31,49.25,63.06,55.25,56.69,-14.15
SKV-0543,SKV-0543-S019,19,2025-01-08,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,45,5,683,49,7,1,49.25,63.08,44.36,45.82,58.2,51.32,51.59,-5.1
SKV-0543,SKV-0543-S020,20,2025-01-11,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,3G_Vertical,1.35,35,9,718,52,6,3,63.19,80.36,54.29,50.72,65.54,59.38,61.71,10.12
SKV-0543,SKV-0543-S021,21,2025-01-12,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,42,2,760,53,7,1,53.55,67.82,41.28,41.68,52.58,50.68,50.74,-10.97
SKV-0543,SKV-0543-S022,22,2025-01-14,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,6G_Pipe45,1.9,56,8,816,55,8,2,62.27,69.48,54.29,51.07,57.6,54.55,57.83,7.09
SKV-0543,SKV-0543-S023,23,2025-01-15,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,3G_Vertical,1.35,46,6,862,56,9,1,55.85,70.4,53.13,43.53,65.79,61.99,58.36,0.53
SKV-0543,SKV-0543-S024,24,2025-01-22,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,6G_Pipe45,1.9,51,3,913,63,8,7,46.55,56.73,36.46,22.33,49.54,43.51,42.27,-16.09
SKV-0543,SKV-0543-S025,25,2025-01-27,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,3G_Vertical,1.35,23,4,936,68,7,5,68.36,86.77,58.58,56.07,75.65,71.5,69.04,26.77
SKV-0543,SKV-0543-S026,26,2025-01-31,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,3G_Vertical,1.35,56,2,992,72,6,4,70.11,83.22,63.81,60.74,81.56,75.98,72.3,3.26
SKV-0543,SKV-0543-S027,27,2025-02-01,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,4G_Overhead,1.55,46,5,1038,73,7,1,48.91,71.39,49.38,46.24,65.2,62.65,57.17,-15.13
SKV-0543,SKV-0543-S028,28,2025-02-03,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,3G_Vertical,1.35,54,6,1092,75,8,2,67.21,87.51,62.42,57.94,68.1,69.29,68.46,11.29
SKV-0543,SKV-0543-S029,29,2025-02-04,Indian_Railways_WS,India,Corporate,16,basic_theory,plateau_learner,GTAW,2G_Horizontal,1.15,49,7,1141,76,9,1,62.06,75.99,49.78,44.55,63.87,58.19,58.56,-9.9
SKV-0544,SKV-0544-S001,1,2023-06-27,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,1G_Flat,1.0,22,7,22,0,0,0,61.29,63.19,54.52,52.65,49.35,47.64,54.4,0.0
SKV-0544,SKV-0544-S002,2,2023-06-28,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,1G_Flat,1.0,69,5,91,1,1,1,56.85,64.84,54.06,57.87,60.08,57.39,58.24,3.84
SKV-0544,SKV-0544-S003,3,2023-06-29,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,53,7,144,2,2,1,61.04,82.19,55.48,58.08,54.33,55.36,60.51,2.27
SKV-0544,SKV-0544-S004,4,2023-06-30,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,24,5,168,3,3,1,55.67,70.48,47.59,54.8,48.8,43.18,52.62,-7.89
SKV-0544,SKV-0544-S005,5,2023-07-01,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,1G_Flat,1.0,39,7,207,4,4,1,38.03,53.59,35.42,35.82,36.78,39.79,39.67,-12.95
SKV-0544,SKV-0544-S006,6,2023-07-06,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,3G_Vertical,1.35,61,2,268,9,3,5,31.75,48.48,32.17,27.15,23.18,30.99,32.22,-7.45
SKV-0544,SKV-0544-S007,7,2023-07-07,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,1G_Flat,1.0,59,5,327,10,4,1,50.17,68.5,37.64,50.84,40.23,43.61,47.71,15.49
SKV-0544,SKV-0544-S008,8,2023-07-08,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,80,8,407,11,5,1,58.99,72.9,56.6,63.12,59.64,58.37,61.19,13.48
SKV-0544,SKV-0544-S009,9,2023-07-09,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,53,9,460,12,6,1,51.09,64.2,41.7,51.19,41.38,46.61,48.84,-12.35
SKV-0544,SKV-0544-S010,10,2023-07-13,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,51,5,511,16,5,4,80.14,95.92,72.62,84.06,79.35,78.87,81.22,32.38
SKV-0544,SKV-0544-S011,11,2023-07-14,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,3G_Vertical,1.35,61,6,572,17,6,1,65.01,73.62,58.68,61.84,59.2,62.55,63.2,-18.02
SKV-0544,SKV-0544-S012,12,2023-07-19,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,2G_Horizontal,1.15,43,5,615,22,5,5,58.14,68.31,54.96,60.76,60.55,60.91,60.34,-2.86
SKV-0544,SKV-0544-S013,13,2023-07-21,CTE_Michigan,USA,CTE_School,18,some_manual,slow_starter,GMAW,5G_Pipe,1.7,51,5,666,24,6,2,60.2,68.38,48.55,70.02,64.01,57.12,60.53,0.19
