learner_id,archetype,learning_rate,ceiling,noise_level,institution,country,institution_type,age,prior_experience,experience_bonus,primary_process,enrollment_date,param_strengths,total_sessions
SKV-0301,slow_starter,0.06538703664535149,70.276755235036,4.4683241678355134,ITI_Chennai,India,Industrial,22,none,0,SMAW,2024-08-25,"[1.0674132387932531, 0.8681517337689975, 1.1287713411550826, 1.0855035152015695, 0.9777916736071695, 1.0435701731151659]",37
SKV-0302,steady_learner,0.10960239671432519,81.59609530384147,4.915202820510471,NSDC_Delhi,India,Government,23,experienced,15,SMAW,2023-12-06,"[1.0935213891626976, 0.8142464257093771, 0.9608061210704533, 0.8770883278039113, 1.1216669629919582, 0.9869852224900192]",25
SKV-0303,steady_learner,0.12961078263015752,85.14602833532194,5.48535307692055,Indian_Railways_WS,India,Corporate,19,some_manual,8,GTAW,2023-02-13,"[1.111537289686091, 1.0316670709372417, 1.0415238929213329, 1.1977591564270733, 1.08959716371808, 1.0979291602357746]",25
SKV-0304,steady_learner,0.10922117717802414,73.96767276809406,4.597414729529461,Maruti_Training,India,Corporate,17,basic_theory,3,GTAW,2023-02-04,"[1.1192672760052207, 0.9904450408225751, 0.8711981735133968, 0.9922112642554578, 1.0407258926608722, 0.8793303281856333]",31
SKV-0305,fast_learner,0.07510829548257834,91.95746702393404,2.0517100479526102,ITI_Mumbai,India,Industrial,35,some_manual,8,GMAW,2024-06-19,"[1.1035499658281698, 0.96012470595946, 1.18391687480064, 1.1880207833039798, 1.0089012372102735, 1.1687203678289377]",13
SKV-0306,struggling,0.0580106470479773,81.51716989678137,7.028446687848026,CTE_Michigan,USA,CTE_School,19,none,0,GTAW,2024-04-06,"[0.9869869428542759, 1.121280648281759, 0.8313161811828349, 1.040599466322897, 1.2415301961019585, 1.0906153827499248]",35
SKV-0307,slow_starter,0.0937816772278538,79.81595907006694,6.545214314167358,CTE_Ohio,USA,CTE_School,39,experienced,15,GTAW,2023-01-24,"[0.9718559442067969, 0.7398016139328706, 1.1841401894822925, 0.9168572130009518, 0.84150368049664, 1.1282702634465445]",29
SKV-0308,slow_starter,0.06096529157760047,79.22686836920295,6.056135385919664,ITI_Mumbai,India,Industrial,22,basic_theory,3,GMAW,2023-10-18,"[1.1023975018272048, 0.8578074952704771, 0.9978166208791667, 1.016820941814888, 1.3, 1.1081638162181444]",25
SKV-0309,slow_starter,0.03756428657930315,83.45522609173909,6.1909195006222335,ITI_Chennai,India,Industrial,21,basic_theory,3,GMAW,2023-04-23,"[1.1893295228176664, 0.9286021332740033, 1.1563871747405385, 0.8891617662438435, 0.9449886657189387, 0.7769264578916735]",31
SKV-0310,fast_learner,0.18834712146381827,89.45372411034326,3.252493194345132,Hyundai_Academy,India,Corporate,16,none,0,GMAW,2023-08-17,"[0.892923522010782, 1.2077102063933254, 1.0155509959402225, 0.9807791738674531, 0.9079480213774194, 0.9352033567784781]",19
SKV-0311,steady_learner,0.08163998999549203,84.6586733199153,3.8745542044499826,Tata_Motors_TC,India,Corporate,25,some_manual,8,GTAW,2024-03-10,"[0.9051253760522464, 0.9172570571776023, 0.8977501922187394, 0.7177084005347092, 1.2017808097986304, 1.040485459791997]",25
SKV-0312,steady_learner,0.04649528613557536,78.27694075932583,5.141668925568743,ITI_Chennai,India,Industrial,42,experienced,15,GMAW,2024-07-31,"[1.1732931778756122, 1.1935986360274855, 1.0067145849999346, 1.0741730552793722, 0.755511886462664, 0.9459633074051429]",28
SKV-0313,plateau_learner,0.10945171518420728,74.26874062025458,5.76146983831865,Maruti_Training,India,Corporate,41,experienced,15,GTAW,2023-08-24,"[1.1383305041565315, 1.1293044995001498, 0.8073808743130373, 1.0308441870793026, 1.0190812653608121, 0.967630368652963]",26
SKV-0314,steady_learner,0.07521478968737376,78.85257290012005,1.9995216044508997,NSDC_Delhi,India,Government,29,none,0,GMAW,2023-04-10,"[0.9835557750127732, 1.1193185266773966, 0.8880982302081477, 0.8704479792714647, 1.1621140351059833, 1.091757605064374]",31
SKV-0315,fast_learner,0.18938312083912304,81.52739766530661,3.9456456244584963,NSDC_Delhi,India,Government,17,none,0,GTAW,2024-05-11,"[0.8830436861392205, 1.1651541067355977, 1.0244674156665876, 1.086142341034663, 1.048247709604315, 1.0603280898469858]",16
SKV-0316,steady_learner,0.071743856319778,73.98282307843749,3.8787683689456625,ITI_Mumbai,India,Industrial,38,basic_theory,3,GMAW,2024-10-23,"[1.1359592270831464, 1.1479682788441707, 1.1660730744698615, 1.0637520786211214, 1.1332313694123004, 0.782361850845019]",21
SKV-0317,plateau_learner,0.14536792969601436,75.98303776848047,10.991465311683434,Hyundai_Academy,India,Corporate,23,none,0,SMAW,2024-01-24,"[0.9172390228782821, 0.9032304753241893, 1.043222984415112, 0.9660856212493172, 1.070836033839586, 0.9794844970174388]",27
SKV-0318,steady_learner,0.15086958565401656,81.91267378366445,2.769897561292051,CTE_Texas,USA,CTE_School,28,none,0,GTAW,2024-01-16,"[1.1660704884419413, 1.0571888531324902, 1.1612933872992321, 1.0452202700200517, 1.2910751035287773, 1.032996695794669]",32
SKV-0319,plateau_learner,0.08344692004692224,70.205256025622,3.767342042208523,Tata_Motors_TC,India,Corporate,42,none,0,GMAW,2023-02-05,"[0.9470146200173221, 0.9687872179112355, 1.0663792121580464, 0.9528896368376374, 1.101590326061988, 1.119840314875824]",23
SKV-0320,steady_learner,0.14576813020388885,88.10366042341025,7.249789199212843,ITI_Mumbai,India,Industrial,18,none,0,SMAW,2023-09-04,"[0.893347495679863, 0.8934128822712094, 0.9091540102238475, 1.032172838247264, 1.016672156681167, 1.0696859576362054]",28
SKV-0321,slow_starter,0.06449388759893537,71.77178894729775,2.411960040547684,CTE_Texas,USA,CTE_School,19,none,0,SMAW,2024-10-18,"[1.0850413560396879, 1.0877243950193871, 0.9530759678918295, 0.700623059750034, 0.9039637678679131, 1.2327108916846456]",25
SKV-0322,slow_starter,0.051788781767531475,75.87959840728635,2.388440779276469,Community_College_CA,USA,CTE_School,41,basic_theory,3,GTAW,2023-05-11,"[1.107759882250617, 1.063891929958357, 1.0161553956397975, 1.1204981205130176, 1.0872475767187408, 1.0485572375004026]",25
SKV-0323,fast_learner,0.20054636196727524,94.65136010586642,2.875702194452146,Tata_Motors_TC,India,Corporate,28,basic_theory,3,GTAW,2023-10-29,"[1.1051055862828045, 1.0573911511512502, 0.892535604226251, 0.8625911943265194, 0.9517808908304849, 0.8961217681871583]",15
SKV-0324,slow_starter,0.026653748800465435,91.64564982356842,3.535823954607677,Indian_Railways_WS,India,Corporate,44,basic_theory,3,SMAW,2024-04-24,"[1.2228163815916704, 1.10619045274427, 1.019732573394627, 0.9343565928168941, 1.0263633174414777, 1.0037147469969572]",37
SKV-0325,slow_starter,0.07338377877950346,79.58557055230656,4.484628552382759,Hyundai_Academy,India,Corporate,27,none,0,GTAW,2024-09-15,"[1.171741811843399, 0.8975975516235405, 0.8467559941278471, 0.9675519354183774, 0.9577547916243607, 0.8997880134876526]",37
SKV-0326,steady_learner,0.10524395181558113,84.9030310544482,7.004702923765159,Community_College_CA,USA,CTE_School,16,none,0,GTAW,2024-10-06,"[1.1653897898887347, 0.78755413219965, 0.8483259842082405, 0.9462137579783507, 0.9785910325626698, 1.0940558517587538]",28
SKV-0327,steady_learner,0.08853651990472204,73.12233232800675,1.048260323501382,CTE_Texas,USA,CTE_School,18,none,0,GMAW,2024-01-21,"[0.7955563491000615, 0.7793654760494547, 0.8827084679966233, 0.9276000447664141, 1.0988804775287966, 1.0492818231044423]",29
SKV-0328,slow_starter,0.04729261033953635,84.01561061207359,2.9502190042333627,ITI_Chennai,India,Industrial,40,some_manual,8,GMAW,2023-10-10,"[0.8638624429845199, 1.0070460907500167, 0.868094422477133, 1.1324922360619667, 1.1739989100265409, 0.9341992749412821]",30
SKV-0329,plateau_learner,0.15184561660838325,72.78070900940813,5.692901005260867,Maruti_Training,India,Corporate,25,none,0,SMAW,2023-06-09,"[1.0583068873770038, 1.0041383521836924, 1.1223772159712448, 1.1867361830635623, 0.885891382263339, 1.1537828212474774]",23
SKV-0330,plateau_learner,0.12011158362357968,62.68829775545905,4.822310421737912,Welding_Academy_UK,UK,Vocational,35,some_manual,8,GMAW,2023-05-01,"[0.9567364714522315, 0.9206059038529182, 0.9398976211062613, 1.104723545842583, 1.2411135397074233, 1.2024129958851435]",33
SKV-0331,slow_starter,0.0459947279191657,84.58127097714954,5.275836867648619,Community_College_CA,USA,CTE_School,19,none,0,SMAW,2023-02-28,"[1.152782023274411, 1.1230726494502488, 1.1321506918777948, 1.0441678325572716, 1.095336233545634, 1.053122002404451]",26
SKV-0332,slow_starter,0.05794054242809366,81.4496032753197,6.336868544646349,CTE_Michigan,USA,CTE_School,19,none,0,SMAW,2023-12-12,"[0.9928249822771956, 0.9859218484314501, 0.9373933113406315, 1.04505735319921, 1.2353672774233513, 1.122461968836382]",28
SKV-0333,steady_learner,0.07626513534787357,75.39537022892871,3.375776195502518,NSDC_Delhi,India,Government,16,none,0,GMAW,2023-03-18,"[0.9590168637870566, 1.019989221944393, 1.107645398310274, 1.044345929788305, 0.8282965521341329, 1.0965135838133704]",22
SKV-0334,slow_starter,0.07845705827641722,76.56900368661289,6.741561123054631,Hyundai_Academy,India,Corporate,16,basic_theory,3,GTAW,2023-07-24,"[1.066255975904036, 1.0267641301987258, 0.8838010375331561, 0.8601645269797527, 0.981419919482331, 0.8689018331546515]",26
SKV-0335,plateau_learner,0.14136259486958586,70.44668892302688,5.491794468313902,Tata_Motors_TC,India,Corporate,16,some_manual,8,GMAW,2023-05-14,"[1.127034399803537, 0.9394369400499674, 1.1209609981482673, 1.0820933003589455, 0.7867285236359027, 0.9948992789140493]",34
SKV-0336,plateau_learner,0.08517001047585616,77.64224637773181,5.397613408851937,ITI_Chennai,India,Industrial,21,none,0,GTAW,2024-04-04,"[1.128912883518647, 1.1142631534398941, 0.8633575188294131, 0.8675487793032557, 0.7943615444096439, 1.1103091407139047]",31
SKV-0337,plateau_learner,0.1453244713167792,68.08748787425402,4.41005154443759,CTE_Ohio,USA,CTE_School,29,none,0,GMAW,2024-09-30,"[0.8052500305391239, 0.8956978424646694, 0.9081690573384881, 0.9648504287821096, 1.1041895990841377, 0.9292552422274972]",30
SKV-0338,slow_starter,0.053269569655160456,71.3190237701507,4.007248259519226,Community_College_CA,USA,CTE_School,19,experienced,15,GMAW,2023-03-27,"[1.1162882021979517, 0.9433492882259832, 1.0162404435118089, 0.7965700904143864, 1.0296352157776198, 0.9633108746959695]",33
SKV-0339,steady_learner,0.16308367325677992,83.33708377259622,2.6642035142364535,Tata_Motors_TC,India,Corporate,26,none,0,SMAW,2024-05-15,"[0.980064873725365, 1.0539798865976089, 1.0198568128777776, 0.9711993861264878, 1.0552007852109844, 1.0579237969930573]",22
SKV-0340,steady_learner,0.08797112150831536,84.98923413247942,1.792142186120032,Hyundai_Academy,India,Corporate,23,none,0,GTAW,2023-01-16,"[0.8997371508871055, 0.9535473582325145, 1.0674678015295564, 0.9336673986985323, 0.9049070576432713, 0.9515148468048785]",21
SKV-0341,steady_learner,0.045374103514789196,80.17717917478979,4.441265399639214,Maruti_Training,India,Corporate,30,experienced,15,GTAW,2024-06-20,"[1.0834378167567649, 1.0427009467337318, 0.9773672603807365, 0.7619871285344745, 1.1927571143508569, 0.9346825845976418]",22
SKV-0342,fast_learner,0.15038690232382773,84.35442340199987,3.8493401219822916,Maruti_Training,India,Corporate,41,basic_theory,3,GMAW,2024-09-09,"[1.0896354450175403, 1.0786233050896292, 0.920846641543366, 0.9793202920175763, 0.8028939918046101, 0.8850280376782071]",21
SKV-0343,fast_learner,0.134615103706525,80.26068705549505,4.969536085142429,Tata_Motors_TC,India,Corporate,18,some_manual,8,SMAW,2024-02-12,"[0.8503620134457665, 0.9070913085100609, 0.8979494467865227, 1.046695662637488, 0.9249240767497293, 0.9771034746412935]",16
SKV-0344,steady_learner,0.07751612207032471,81.61455899238548,3.993731322343531,Welding_Academy_UK,UK,Vocational,20,basic_theory,3,GMAW,2023-04-08,"[0.8836993175054861, 1.1528634899976486, 0.9604084221052595, 1.1295620449043386, 1.0203527947177382, 1.0429625428342406]",31
SKV-0345,fast_learner,0.09475897189725987,89.69126766577683,3.4061138947555807,ITI_Mumbai,India,Industrial,17,none,0,GMAW,2024-09-11,"[1.0632214056411304, 1.0365512801200807, 0.7204935698334383, 0.8480356440124468, 1.077441669630516, 1.140887966306779]",13
SKV-0346,slow_starter,0.07984818937237512,91.04812160751642,7.199317006946587,Community_College_CA,USA,CTE_School,18,basic_theory,3,GMAW,2023-08-02,"[0.8654088221559035, 0.9948695733949594, 0.9478211485632098, 0.9615795258789253, 0.9701420409119512, 1.1774208491403886]",30
SKV-0347,slow_starter,0.03773417032769649,71.51709024478684,4.525868498229765,Tata_Motors_TC,India,Corporate,17,basic_theory,3,GMAW,2024-04-21,"[0.9230459355278302, 1.1572241080079704, 0.9687532681615292, 0.9355158870396534, 1.000242797741681, 1.3]",35
SKV-0348,plateau_learner,0.20038326169012344,70.13281910957097,3.892501839570484,Indian_Railways_WS,India,Corporate,17,some_manual,8,SMAW,2024-03-22,"[0.9147023276071494, 1.0098725602855498, 0.8537881974849236, 0.8153751268285171, 1.1359456036400293, 0.8298925912123325]",33
SKV-0349,slow_starter,0.06423491608355159,85.05470332492881,5.319765478146719,Welding_Academy_UK,UK,Vocational,20,none,0,GMAW,2024-08-12,"[0.9338186788324985, 0.8738733339505215, 1.1278373731016138, 0.9188772648171081, 1.1323962666991796, 1.0833338961897945]",27
SKV-0350,steady_learner,0.07232525100213122,86.60115640473855,2.682354087329624,ITI_Mumbai,India,Industrial,20,some_manual,8,SMAW,2023-09-28,"[1.000307565631015, 0.9459701075665712, 0.8871656412174693, 0.9625408839552319, 1.0380463346176063, 1.0117837591259202]",24
SKV-0351,slow_starter,0.09385543735276648,73.96542455233198,6.564837019665463,ITI_Chennai,India,Industrial,21,none,0,SMAW,2024-09-26,"[1.0563997503326448, 1.1089226392080538, 1.0583158960423606, 0.922617207739205, 0.8404519448150215, 1.0502227684717487]",28
SKV-0352,struggling,0.04333283493340316,50.0,10.260593365298728,Tata_Motors_TC,India,Corporate,18,experienced,15,GTAW,2023-01-26,"[1.0085203939461642, 1.0648230864568797, 1.035830417185694, 1.0291112326493448, 1.1488861403938015, 0.9376836332056524]",30
SKV-0353,struggling,0.014117010497038781,64.07030568330926,12.250621638524343,CTE_Ohio,USA,CTE_School,42,none,0,GMAW,2024-04-30,"[1.1407049239623532, 0.9363813801211808, 0.8625300176986078, 1.075185551484826, 1.0363478596161966, 0.9139096445288707]",35
SKV-0354,steady_learner,0.0806297348902115,88.66714159413895,4.771999471297407,Welding_Academy_UK,UK,Vocational,17,none,0,GMAW,2023-03-25,"[1.0931653962872452, 1.0370891121894767, 0.9985006288895897, 0.7975579909493953, 0.760993951871189, 0.9127397102090309]",25
SKV-0355,struggling,0.01,58.895412390586245,8.653385206465112,CTE_Michigan,USA,CTE_School,18,some_manual,8,GTAW,2024-05-10,"[1.135915982364915, 0.9520418886129578, 1.1987860289465189, 0.7537910574823324, 1.2118831369031178, 0.9979457760933326]",31
SKV-0356,steady_learner,0.12502946527747832,91.66650594865035,6.472990612110283,ITI_Mumbai,India,Industrial,23,none,0,GTAW,2024-11-03,"[0.7521990184914308, 1.0824486144144112, 1.0460432421240424, 0.9320055904963392, 1.084821959093803, 0.93742341580293]",29
SKV-0357,steady_learner,0.15099125656154233,92.25216851232318,2.1972251318543607,ITI_Mumbai,India,Industrial,27,some_manual,8,GMAW,2024-11-01,"[0.9676042531277802, 1.1418958517503277, 1.1370084741412925, 0.9475034429633886, 0.9278802104254678, 1.0161740850687107]",23
SKV-0358,steady_learner,0.07680233233637368,88.69059261561856,5.460268598330776,ITI_Chennai,India,Industrial,27,none,0,GMAW,2024-06-18,"[0.96299553846315, 1.0277929319627246, 0.9713103366314629, 0.7600900191483407, 1.0810689627631465, 0.896951551406923]",27
SKV-0359,steady_learner,0.05501874548057825,77.21868305009124,3.492878598516196,CTE_Michigan,USA,CTE_School,23,basic_theory,3,SMAW,2023-12-04,"[0.9333904092158098, 0.8921633855500185, 0.8519086576999593, 0.9048318296268083, 1.072625862876229, 1.0367791422042314]",26
SKV-0360,plateau_learner,0.06453809140918748,68.27709584792233,7.009067799297966,Community_College_CA,USA,CTE_School,34,basic_theory,3,GTAW,2023-06-22,"[1.109326409419313, 1.1022090418603303, 1.1560953519264454, 0.8669794609259169, 1.214442166266647, 0.9403158951212899]",24
SKV-0361,slow_starter,0.057056910482317584,74.67344647085439,1.0,CTE_Michigan,USA,CTE_School,19,some_manual,8,GMAW,2023-09-30,"[1.0998606339666022, 1.0102089041079032, 0.8910909073886141, 0.9373391905598861, 1.0680124900645338, 1.2035851832560385]",37
SKV-0362,fast_learner,0.11240513541900346,92.00744225162879,3.098449628491137,NSDC_Delhi,India,Government,19,basic_theory,3,GMAW,2024-09-15,"[0.8775097853356473, 0.8656416799540869, 0.859512977378998, 1.027149657457114, 0.9687847734311498, 1.2404941712955366]",19
SKV-0363,steady_learner,0.08158730362964953,80.60500011676265,1.7614690934912223,CTE_Texas,USA,CTE_School,35,none,0,GMAW,2024-09-14,"[0.9224754663785097, 0.8697791465037913, 0.9411749273439816, 0.9149836001596896, 0.8179922222865942, 0.8427282807380381]",31
SKV-0364,plateau_learner,0.159582051685094,76.55556600011167,8.623837251161735,Indian_Railways_WS,India,Corporate,28,experienced,15,GTAW,2023-01-31,"[1.0321174586108295, 1.1921174413283873, 0.883534605716793, 0.9864424397835789, 0.8371827708852203, 0.8491370297163902]",30
SKV-0365,steady_learner,0.17013754507517242,71.09305071056752,4.62742102563024,Welding_Academy_UK,UK,Vocational,39,some_manual,8,GTAW,2023-02-02,"[0.7855275334888953, 1.0875308697477812, 0.9503657144511092, 0.8480166051912992, 1.0887245144322903, 1.1095619727718051]",24
SKV-0366,fast_learner,0.23578776259749673,86.95408655886476,3.935150853634935,Indian_Railways_WS,India,Corporate,23,some_manual,8,GMAW,2023-10-13,"[1.1684506905640581, 1.059200014212693, 0.8727978675395824, 0.881045000112737, 1.0694132258889475, 1.0896963638829316]",17
SKV-0367,slow_starter,0.07003384127051893,80.01026348627373,9.432741772393907,ITI_Chennai,India,Industrial,17,experienced,15,GMAW,2023-11-03,"[0.8650234881790977, 0.9832173730113638, 0.999809775737084, 1.0654399697822656, 1.0905546467284744, 0.9860479264877489]",28
SKV-0368,steady_learner,0.09251261342609135,79.04146006373963,4.380783719471337,CTE_Michigan,USA,CTE_School,33,experienced,15,GMAW,2023-03-14,"[1.0710691626689148, 0.9149716922699546, 0.7548393306871272, 0.9739995739631686, 0.9755840854910676, 0.908784551915058]",20
SKV-0369,steady_learner,0.08896863032466697,91.28440858023166,4.0431133348448105,Indian_Railways_WS,India,Corporate,25,none,0,GTAW,2024-06-21,"[1.0489935673983253, 0.778139511336493, 0.7653106567336366, 0.895704429139436, 1.0102599996282693, 1.1017634056509822]",20
SKV-0370,struggling,0.04072929122037548,59.521821108066625,8.916854178390485,Maruti_Training,India,Corporate,18,experienced,15,GMAW,2024-01-05,"[1.0819387681995039, 1.044519527291672, 0.9764612196208821, 1.0085327237509973, 1.0816714276986799, 1.0984368084035405]",33
SKV-0371,slow_starter,0.08375261303945325,75.19566971694698,5.537299670752903,Tata_Motors_TC,India,Corporate,16,basic_theory,3,SMAW,2023-12-18,"[1.0031887134872863, 1.003574247830502, 1.0463534332479794, 1.3, 1.1023281461968362, 0.9670630801148441]",28
SKV-0372,slow_starter,0.0938730342357951,73.75022617455026,5.596590141351687,Welding_Academy_UK,UK,Vocational,22,some_manual,8,SMAW,2024-03-27,"[1.041323861194466, 1.0932093426659388, 0.9918805096837721, 0.7466014776173392, 0.952915825204341, 0.9569047912739483]",29
SKV-0373,steady_learner,0.038206317806283564,79.15205051644664,1.0,Maruti_Training,India,Corporate,26,experienced,15,GMAW,2023-10-20,"[0.9073626133368453, 1.0920926038810956, 0.795065893063795, 0.94978015754481, 0.8718547301788582, 0.9247050709697976]",20
SKV-0374,slow_starter,0.036662644586273885,75.51883035001946,6.187207898721963,Community_College_CA,USA,CTE_School,24,none,0,GTAW,2023-10-22,"[0.8895751471276869, 1.1368959594180716, 1.0345859482104212, 0.8947525096524372, 0.893741327639553, 0.9644658084692386]",35
SKV-0375,struggling,0.051717806224688655,69.508403691212,11.763276288705118,Hyundai_Academy,India,Corporate,28,basic_theory,3,GMAW,2023-06-20,"[0.8149573579745668, 0.8398298729641295, 0.8949842076154042, 1.1049356443637908, 0.8803770305816847, 1.1584186565485735]",32
SKV-0376,fast_learner,0.163762977908852,93.43502998776104,1.4460058399048905,Community_College_CA,USA,CTE_School,18,experienced,15,GMAW,2023-10-05,"[1.066843021942484, 1.1383268132618174, 0.7887468943769217, 1.089183054525285, 1.215624411363917, 0.818935079998089]",13
SKV-0377,slow_starter,0.07803823306626163,84.15468388992358,4.0762346336517,NSDC_Delhi,India,Government,41,none,0,SMAW,2023-03-28,"[0.958432535931035, 1.0014683065787584, 1.1248219880133905, 0.9620079813672704, 0.8473428865517744, 1.0634280089607067]",32
SKV-0378,plateau_learner,0.12867791342458798,70.23162971005137,4.563230241361794,Maruti_Training,India,Corporate,24,basic_theory,3,GMAW,2023-08-14,"[0.984483702230067, 1.0787465743378013, 1.1672015240119618, 1.260923790421609, 1.106472021903473, 0.9047536690130723]",30
SKV-0379,steady_learner,0.13428558753788475,78.80251084796124,4.091940999170796,Tata_Motors_TC,India,Corporate,17,none,0,GMAW,2024-09-15,"[1.0898739028523725, 1.0289259157187445, 0.943076237177426, 1.1466528910084832, 0.9105447928415233, 1.0315631997289383]",24
SKV-0380,steady_learner,0.15877088819851634,89.25481018519599,4.718947480407979,Tata_Motors_TC,India,Corporate,23,basic_theory,3,GMAW,2023-11-13,"[0.8609330416567523, 1.063914905631687, 1.1183365267968903, 0.8707971434810631, 1.0241335750114784, 0.9087642138098392]",21
SKV-0381,slow_starter,0.07712874536594191,84.98157656630741,4.896022385008724,Maruti_Training,India,Corporate,21,none,0,GMAW,2023-03-10,"[1.2223796017362283, 1.038933296779133, 0.8737478363871066, 1.0338496373985355, 0.989873687779873, 1.0673506007844948]",37
SKV-0382,slow_starter,0.07147233902711962,85.52596328820877,4.444722602686008,NSDC_Delhi,India,Government,16,basic_theory,3,SMAW,2024-10-27,"[1.0501813666845703, 1.008023297702872, 1.1617325427596814, 1.1077742104786539, 1.0592437883901669, 1.0862174776974713]",29
SKV-0383,plateau_learner,0.10124881316170464,75.89285831137543,5.20941337668693,ITI_Chennai,India,Industrial,17,some_manual,8,GMAW,2023-07-09,"[1.2048762682624912, 1.0041112965882375, 1.0653421042322166, 0.9751126941473149, 1.2404744375613082, 0.8321235223739286]",24
SKV-0384,slow_starter,0.05170098690032809,84.03122354816475,7.063592062272504,Hyundai_Academy,India,Corporate,17,none,0,GMAW,2023-09-25,"[1.1176670986931818, 0.970765789614535, 1.0161167020764614, 0.9957189199713057, 0.8368527203838947, 1.02981087174505]",37
SKV-0385,steady_learner,0.1237033184400976,81.29839178535997,5.20192195976587,Welding_Academy_UK,UK,Vocational,26,basic_theory,3,GMAW,2023-04-19,"[0.9764404247030681, 0.9655076932215906, 1.19640380608889, 1.119374986940516, 1.0525235704338034, 1.1555280685756522]",29
SKV-0386,steady_learner,0.10187568508743887,82.7421829743668,3.719369606304718,Hyundai_Academy,India,Corporate,28,experienced,15,SMAW,2024-07-22,"[1.0467021681717676, 0.826815516151127, 1.0145747699073469, 0.9276592078654164, 1.1333693613927027, 0.847385191065849]",24
SKV-0387,steady_learner,0.07790759942307865,82.88040578636289,1.0,CTE_Texas,USA,CTE_School,23,experienced,15,GTAW,2024-07-18,"[0.9856365720503865, 1.2606854499853424, 0.9768885093426483, 0.9811188851409219, 0.8382363762484695, 0.9409910647884159]",29
SKV-0388,struggling,0.037135987462332765,51.08315947265464,9.90908754914293,Indian_Railways_WS,India,Corporate,23,experienced,15,SMAW,2024-09-17,"[0.803726219900156, 0.9280547813838533, 1.08923593143168, 1.058489574352725, 1.2195922071469287, 0.9421853273348805]",31
SKV-0389,steady_learner,0.11714497782399028,68.42908498065698,8.011580131022344,CTE_Ohio,USA,CTE_School,21,none,0,GMAW,2024-03-30,"[0.9832186166600073, 0.9569926761135519, 1.0225757125971826, 0.7874691017185679, 0.9288513468659415, 0.9907822952121942]",20
SKV-0390,steady_learner,0.03159560163811907,78.97664940324228,4.3559465152048995,CTE_Ohio,USA,CTE_School,37,some_manual,8,GTAW,2024-02-01,"[0.8336411855266059, 0.9261062719547065, 1.0977681678653766, 0.894187510733992, 0.8913343302070569, 0.9532379039690759]",20
SKV-0391,steady_learner,0.10845649879308579,87.5870866723521,2.719742456928694,Maruti_Training,India,Corporate,41,none,0,SMAW,2023-01-14,"[1.104743972772181, 1.0937250782549355, 1.0527847840695257, 0.8989788526669731, 0.9146576864009816, 1.0268847583739902]",21
SKV-0392,slow_starter,0.08485148550856095,95.51084170102743,6.215921205962228,ITI_Chennai,India,Industrial,17,basic_theory,3,GMAW,2023-11-02,"[1.1403163342423592, 1.0028555425628842, 1.0569747128898053, 1.2537966740595945, 0.8250332936112555, 1.0628518766901545]",29
SKV-0393,slow_starter,0.03861537532961765,84.95911533035334,3.960255446247201,CTE_Texas,USA,CTE_School,20,basic_theory,3,GTAW,2023-09-15,"[1.2515180322065487, 0.898787907793193, 1.2638548661948876, 0.9335724284728333, 1.1476895893363535, 0.9500751761824795]",35
SKV-0394,slow_starter,0.08107163719485849,83.03842105793026,3.4761566512207835,CTE_Michigan,USA,CTE_School,27,experienced,15,GTAW,2023-06-02,"[1.1318363553948443, 1.1038054682386202, 0.8978677221681163, 0.9358032779796325, 0.9626434715966494, 1.0971629575830883]",35
SKV-0395,steady_learner,0.09215344800531627,81.87110463028769,3.2315156667363247,Indian_Railways_WS,India,Corporate,18,basic_theory,3,SMAW,2024-05-04,"[0.8655559366829814, 0.9742386064290003, 0.8568573400524218, 1.186325770246108, 0.967823350751897, 0.7]",21
SKV-0396,fast_learner,0.19834612368122645,93.91100210950587,2.881328182230403,NSDC_Delhi,India,Government,44,none,0,GTAW,2024-06-23,"[0.9288568168088365, 0.9691522307404937, 0.9953626901265692, 1.0510527014231814, 1.0137689499000857, 1.1133014723103993]",13
SKV-0397,struggling,0.04474685287773198,71.74231935308633,10.542199891982342,NSDC_Delhi,India,Government,22,none,0,GTAW,2023-06-14,"[0.9771847170494686, 1.0585839268996315, 1.3, 0.979650103848462, 1.0297216733923704, 1.0279288439219028]",39
SKV-0398,steady_learner,0.11970253938557861,73.01495262950964,4.6406162297882965,Hyundai_Academy,India,Corporate,17,basic_theory,3,GTAW,2023-09-28,"[0.9794401328953496, 1.0281670870107718, 0.9292697182525975, 0.9904660010957499, 1.0360380820027657, 1.1127575806143966]",22
SKV-0399,slow_starter,0.06203066833343276,69.66436813036161,9.107491374814384,CTE_Ohio,USA,CTE_School,31,none,0,GMAW,2023-07-11,"[0.892549987541502, 0.7993351986778701, 1.1835300233470354, 0.9859135268774064, 0.8342946001698601, 1.2748581548601576]",34
SKV-0400,struggling,0.045586969935717606,70.97355991266767,7.092357376103067,ITI_Mumbai,India,Industrial,33,basic_theory,3,GMAW,2023-10-30,"[1.113858074045963, 0.9854119589483975, 0.8369285708317936, 1.101665569923606, 1.0229475178855096, 1.0310449457133108]",39
SKV-0401,slow_starter,0.045954763885491606,79.59163452830343,5.789444420775431,Maruti_Training,India,Corporate,17,basic_theory,3,SMAW,2023-02-12,"[1.0029030741022948, 1.0187386162557601, 1.1776049571873188, 1.1708920899181299, 0.9030262409185391, 1.059820026798227]",25
